method,cell_id,column,mae,rmse,mape,n_origins
holt_winters,PCI_5,NG_HO_Prep_Success_Rate_%,0.2794,0.3625,0.28,6
holt_winters,PCI_5,NG_HO_Exec_Success_Rate_%,0.2768,0.3512,0.28,6
holt_winters,PCI_5,PRB_Utilization_DL_%,19.1763,26.6884,31.35,6
holt_winters,PCI_5,PRB_Utilization_UL_%,13.7552,18.3808,27.01,6
holt_winters,PCI_5,DL_Throughput_Mbps,134.5558,180.1035,64.91,6
holt_winters,PCI_5,UL_Throughput_Mbps,50.3641,64.0802,58.21,6
holt_winters,PCI_5,Total_Traffic_GB,1.4875,1.9465,67.69,6
holt_winters,PCI_5,RACH_Success_Rate_%,0.1982,0.2505,0.2,6
holt_winters,PCI_5,Latency_ms,7.7939,12.2787,47.09,6
holt_winters,PCI_6,Cell_Availability_%,0.0213,0.0256,0.02,6
holt_winters,PCI_6,RRC_Connection_Attempts,76.8024,119.5195,15.56,6
holt_winters,PCI_6,RRC_Connection_Rejects,0.5084,0.5964,42.7,6
holt_winters,PCI_6,RRC_Success_Rate_%,0.0812,0.0942,0.08,6
holt_winters,PCI_6,Avg_RRC_Connected_Users,34.7941,44.6347,23.49,6
holt_winters,PCI_6,Peak_RRC_Connected_Users,44.0235,56.354,23.32,6
holt_winters,PCI_6,Registration_Success_Rate_%,0.1241,0.1536,0.12,6
holt_winters,PCI_6,PDU_Session_Success_Rate_%,0.1698,0.2114,0.17,6
holt_winters,PCI_6,RRC_Drop_Rate_%,0.0609,0.0765,54.73,6
holt_winters,PCI_6,Handover_Attempts,13.4051,17.7516,27.35,6
holt_winters,PCI_6,Handover_Success_Rate_%,0.2487,0.3126,0.25,6
holt_winters,PCI_6,Xn_HO_Prep_Success_Rate_%,0.2023,0.2524,0.2,6
holt_winters,PCI_6,Xn_HO_Exec_Success_Rate_%,0.2243,0.2827,0.23,6
holt_winters,PCI_6,NG_HO_Prep_Success_Rate_%,0.2442,0.307,0.25,6
holt_winters,PCI_6,NG_HO_Exec_Success_Rate_%,0.2817,0.3547,0.29,6
holt_winters,PCI_6,PRB_Utilization_DL_%,10.6169,14.1462,17.75,6
holt_winters,PCI_6,PRB_Utilization_UL_%,9.5101,12.2966,20.93,6
holt_winters,PCI_6,DL_Throughput_Mbps,82.1099,107.6127,24.25,6
holt_winters,PCI_6,UL_Throughput_Mbps,25.1271,31.9032,20.16,6
holt_winters,PCI_6,Total_Traffic_GB,0.6696,0.8941,19.53,6
holt_winters,PCI_6,RACH_Success_Rate_%,0.2078,0.2612,0.21,6
holt_winters,PCI_6,Latency_ms,1.8934,2.3872,15.56,6
holt_winters,PCI_7,Cell_Availability_%,0.0221,0.0268,0.02,6
holt_winters,PCI_7,RRC_Connection_Attempts,85.486,124.4277,16.98,6
holt_winters,PCI_7,RRC_Connection_Rejects,0.5439,0.6179,36.61,6
holt_winters,PCI_7,RRC_Success_Rate_%,0.0848,0.0944,0.08,6
holt_winters,PCI_7,Avg_RRC_Connected_Users,31.6142,41.5697,22.44,6
holt_winters,PCI_7,Peak_RRC_Connected_Users,45.0799,57.073,24.88,6
holt_winters,PCI_7,Registration_Success_Rate_%,0.1239,0.1554,0.12,6
holt_winters,PCI_7,PDU_Session_Success_Rate_%,0.1583,0.1964,0.16,6
holt_winters,PCI_7,RRC_Drop_Rate_%,0.0585,0.0718,90.81,6
holt_winters,PCI_7,Handover_Attempts,11.2755,14.9583,23.28,6
holt_winters,PCI_7,Handover_Success_Rate_%,0.2496,0.3153,0.25,6
holt_winters,PCI_7,Xn_HO_Prep_Success_Rate_%,0.2169,0.2682,0.22,6
holt_winters,PCI_7,Xn_HO_Exec_Success_Rate_%,0.2408,0.305,0.24,6
holt_winters,PCI_7,NG_HO_Prep_Success_Rate_%,0.2323,0.2958,0.24,6
holt_winters,PCI_7,NG_HO_Exec_Success_Rate_%,0.2729,0.3457,0.28,6
holt_winters,PCI_7,PRB_Utilization_DL_%,14.4717,18.0979,24.6,6
holt_winters,PCI_7,PRB_Utilization_UL_%,9.4722,12.3114,20.18,6
holt_winters,PCI_7,DL_Throughput_Mbps,70.3238,90.317,21.21,6
holt_winters,PCI_7,UL_Throughput_Mbps,23.4474,30.6712,18.95,6
holt_winters,PCI_7,Total_Traffic_GB,0.7089,0.9231,20.33,6
holt_winters,PCI_7,RACH_Success_Rate_%,0.195,0.2434,0.2,6
holt_winters,PCI_7,Latency_ms,2.0113,2.5761,17.07,6
holt_winters,PCI_8,Cell_Availability_%,1.4233,6.9573,2.18,6
holt_winters,PCI_8,RRC_Connection_Attempts,89.9334,126.239,17.52,6
holt_winters,PCI_8,RRC_Connection_Rejects,0.4976,0.5842,32.99,6
holt_winters,PCI_8,RRC_Success_Rate_%,0.0797,0.0902,0.08,6
holt_winters,PCI_8,Avg_RRC_Connected_Users,29.2885,39.7365,20.98,6
holt_winters,PCI_8,Peak_RRC_Connected_Users,37.1197,50.0594,21.16,6
holt_winters,PCI_8,Registration_Success_Rate_%,0.1242,0.1559,0.12,6
holt_winters,PCI_8,PDU_Session_Success_Rate_%,0.1613,0.2038,0.16,6
holt_winters,PCI_8,RRC_Drop_Rate_%,1.0896,5.1098,95.81,6
holt_winters,PCI_8,Handover_Attempts,11.761,15.8059,24.38,6
holt_winters,PCI_8,Handover_Success_Rate_%,2.3523,10.4205,4.77,6
holt_winters,PCI_8,Xn_HO_Prep_Success_Rate_%,0.2015,0.2488,0.2,6
holt_winters,PCI_8,Xn_HO_Exec_Success_Rate_%,0.2504,0.3112,0.25,6
holt_winters,PCI_8,NG_HO_Prep_Success_Rate_%,2.3194,10.2039,4.61,6
holt_winters,PCI_8,NG_HO_Exec_Success_Rate_%,2.2881,9.9867,4.45,6
holt_winters,PCI_8,PRB_Utilization_DL_%,12.8676,20.9225,627.64,6
holt_winters,PCI_8,PRB_Utilization_UL_%,12.1924,17.9863,173.5,6
holt_winters,PCI_8,DL_Throughput_Mbps,83.5988,129.6505,1355.3,6
holt_winters,PCI_8,UL_Throughput_Mbps,28.6369,44.3249,1466.4,6
holt_winters,PCI_8,Total_Traffic_GB,0.848,1.3379,1203.41,6
holt_winters,PCI_8,RACH_Success_Rate_%,1.5379,6.6593,2.23,6
holt_winters,PCI_8,Latency_ms,1.7994,2.2841,14.93,6
holt_winters,PCI_9,Cell_Availability_%,0.0242,0.0295,0.02,6
holt_winters,PCI_9,RRC_Connection_Attempts,102.4863,137.5958,19.67,6
holt_winters,PCI_9,RRC_Connection_Rejects,0.5247,0.648,33.79,6
holt_winters,PCI_9,RRC_Success_Rate_%,0.08,0.0947,0.08,6
holt_winters,PCI_9,Avg_RRC_Connected_Users,31.7765,42.0181,22.54,6
holt_winters,PCI_9,Peak_RRC_Connected_Users,41.1725,56.0406,23.6,6
holt_winters,PCI_9,Registration_Success_Rate_%,0.1339,0.168,0.13,6
holt_winters,PCI_9,PDU_Session_Success_Rate_%,0.1593,0.2017,0.16,6
holt_winters,PCI_9,RRC_Drop_Rate_%,0.0555,0.0689,98.16,6
holt_winters,PCI_9,Handover_Attempts,11.2024,15.4708,23.24,6
holt_winters,PCI_9,Handover_Success_Rate_%,0.2581,0.3239,0.26,6
holt_winters,PCI_9,Xn_HO_Prep_Success_Rate_%,0.2096,0.2654,0.21,6
holt_winters,PCI_9,Xn_HO_Exec_Success_Rate_%,0.2548,0.3172,0.26,6
holt_winters,PCI_9,NG_HO_Prep_Success_Rate_%,0.2467,0.3081,0.25,6
holt_winters,PCI_9,NG_HO_Exec_Success_Rate_%,0.2858,0.3536,0.29,6
holt_winters,PCI_9,PRB_Utilization_DL_%,12.6953,16.3071,21.77,6
holt_winters,PCI_9,PRB_Utilization_UL_%,9.6806,13.1028,21.78,6
holt_winters,PCI_9,DL_Throughput_Mbps,69.0916,93.05,21.44,6
holt_winters,PCI_9,UL_Throughput_Mbps,23.2015,30.421,19.15,6
holt_winters,PCI_9,Total_Traffic_GB,0.6487,0.8804,19.37,6
holt_winters,PCI_9,RACH_Success_Rate_%,0.234,0.2954,0.24,6
holt_winters,PCI_9,Latency_ms,2.1573,2.6746,17.61,6
lstm,PCI_1,Cell_Availability_%,0.0211,0.0254,0.02,2
lstm,PCI_1,RRC_Connection_Attempts,137.4897,165.1575,29.5,2
lstm,PCI_1,RRC_Connection_Rejects,0.5464,0.5696,55.07,2
lstm,PCI_1,RRC_Success_Rate_%,0.0885,0.0912,0.09,2
lstm,PCI_1,Avg_RRC_Connected_Users,40.6421,47.6388,32.78,2
lstm,PCI_1,Peak_RRC_Connected_Users,56.8344,66.6315,35.99,2
lstm,PCI_1,Registration_Success_Rate_%,0.115,0.146,0.12,2
lstm,PCI_1,PDU_Session_Success_Rate_%,0.1508,0.193,0.15,2
lstm,PCI_1,RRC_Drop_Rate_%,0.0544,0.0681,47.98,2
lstm,PCI_1,Handover_Attempts,16.4368,19.4192,39.5,2
lstm,PCI_1,Handover_Success_Rate_%,0.2323,0.2953,0.24,2
lstm,PCI_1,Xn_HO_Prep_Success_Rate_%,0.2179,0.2766,0.22,2
lstm,PCI_1,Xn_HO_Exec_Success_Rate_%,0.2259,0.2857,0.23,2
lstm,PCI_1,NG_HO_Prep_Success_Rate_%,0.2283,0.2861,0.23,2
lstm,PCI_1,NG_HO_Exec_Success_Rate_%,0.3092,0.3749,0.32,2
lstm,PCI_1,PRB_Utilization_DL_%,15.6927,18.1636,29.18,2
lstm,PCI_1,PRB_Utilization_UL_%,11.4363,13.3512,27.32,2
lstm,PCI_1,DL_Throughput_Mbps,113.8105,132.206,39.03,2
lstm,PCI_1,UL_Throughput_Mbps,27.7356,32.5124,24.76,2
lstm,PCI_1,Total_Traffic_GB,1.015,1.1998,34.12,2
lstm,PCI_1,RACH_Success_Rate_%,0.2126,0.2753,0.21,2
lstm,PCI_1,Latency_ms,1.9349,2.3149,16.66,2
lstm,PCI_10,Cell_Availability_%,0.0216,0.0262,0.02,2
lstm,PCI_10,RRC_Connection_Attempts,134.6477,157.3065,28.22,2
lstm,PCI_10,RRC_Connection_Rejects,0.5494,0.5853,55.47,2
lstm,PCI_10,RRC_Success_Rate_%,0.0904,0.0945,0.09,2
lstm,PCI_10,Avg_RRC_Connected_Users,49.2507,57.7045,39.9,2
lstm,PCI_10,Peak_RRC_Connected_Users,56.3477,66.2524,35.78,2
lstm,PCI_10,Registration_Success_Rate_%,0.1139,0.1485,0.11,2
lstm,PCI_10,PDU_Session_Success_Rate_%,0.1685,0.2101,0.17,2
lstm,PCI_10,RRC_Drop_Rate_%,0.0556,0.0676,74.49,2
lstm,PCI_10,Handover_Attempts,16.4123,19.158,38.19,2
lstm,PCI_10,Handover_Success_Rate_%,0.2481,0.3058,0.25,2
lstm,PCI_10,Xn_HO_Prep_Success_Rate_%,0.2119,0.2636,0.21,2
lstm,PCI_10,Xn_HO_Exec_Success_Rate_%,0.2447,0.3044,0.25,2
lstm,PCI_10,NG_HO_Prep_Success_Rate_%,0.2174,0.2777,0.22,2
lstm,PCI_10,NG_HO_Exec_Success_Rate_%,0.2565,0.3321,0.26,2
lstm,PCI_10,PRB_Utilization_DL_%,12.2516,14.679,23.44,2
lstm,PCI_10,PRB_Utilization_UL_%,11.6496,13.6847,27.33,2
lstm,PCI_10,DL_Throughput_Mbps,103.0983,121.3375,34.92,2
lstm,PCI_10,UL_Throughput_Mbps,33.648,38.8717,29.54,2
lstm,PCI_10,Total_Traffic_GB,1.0699,1.2468,34.81,2
lstm,PCI_10,RACH_Success_Rate_%,0.2013,0.2467,0.2,2
lstm,PCI_10,Latency_ms,2.2104,2.6897,19.59,2
lstm,PCI_2,Cell_Availability_%,0.0212,0.0255,0.02,2
lstm,PCI_2,RRC_Connection_Attempts,147.1265,172.6908,30.76,2
lstm,PCI_2,RRC_Connection_Rejects,0.5706,0.6089,59.75,2
lstm,PCI_2,RRC_Success_Rate_%,0.0905,0.0958,0.09,2
lstm,PCI_2,Avg_RRC_Connected_Users,40.9736,48.0159,32.99,2
lstm,PCI_2,Peak_RRC_Connected_Users,51.8869,62.5722,32.93,2
lstm,PCI_2,Registration_Success_Rate_%,0.1171,0.1466,0.12,2
lstm,PCI_2,PDU_Session_Success_Rate_%,0.1525,0.1915,0.15,2
lstm,PCI_2,RRC_Drop_Rate_%,0.0516,0.0639,52.37,2
lstm,PCI_2,Handover_Attempts,14.3342,17.2527,33.81,2
lstm,PCI_2,Handover_Success_Rate_%,2.4689,4.5922,2.75,2
lstm,PCI_2,Xn_HO_Prep_Success_Rate_%,0.1993,0.2519,0.2,2
lstm,PCI_2,Xn_HO_Exec_Success_Rate_%,1.4119,2.4766,1.5,2
lstm,PCI_2,NG_HO_Prep_Success_Rate_%,0.2473,0.3123,0.25,2
lstm,PCI_2,NG_HO_Exec_Success_Rate_%,0.2754,0.3345,0.28,2
lstm,PCI_2,PRB_Utilization_DL_%,14.3178,16.8993,27.09,2
lstm,PCI_2,PRB_Utilization_UL_%,12.2112,14.6018,30.38,2
lstm,PCI_2,DL_Throughput_Mbps,96.7218,115.0021,33.52,2
lstm,PCI_2,UL_Throughput_Mbps,31.6834,37.1439,27.88,2
lstm,PCI_2,Total_Traffic_GB,0.8835,1.0581,29.45,2
lstm,PCI_2,RACH_Success_Rate_%,0.2232,0.2798,0.22,2
lstm,PCI_2,Latency_ms,4.1062,6.3981,20.25,2
lstm,PCI_3,Cell_Availability_%,0.0216,0.0263,0.02,2
lstm,PCI_3,RRC_Connection_Attempts,152.6489,182.1857,32.25,2
lstm,PCI_3,RRC_Connection_Rejects,0.5601,0.6114,55.55,2
lstm,PCI_3,RRC_Success_Rate_%,0.0901,0.0958,0.09,2
lstm,PCI_3,Avg_RRC_Connected_Users,44.4085,51.5474,34.85,2
lstm,PCI_3,Peak_RRC_Connected_Users,60.2042,71.3435,38.28,2
lstm,PCI_3,Registration_Success_Rate_%,0.1215,0.1529,0.12,2
lstm,PCI_3,PDU_Session_Success_Rate_%,0.1655,0.2033,0.17,2
lstm,PCI_3,RRC_Drop_Rate_%,0.0532,0.0697,67.31,2
lstm,PCI_3,Handover_Attempts,16.4852,19.2765,38.07,2
lstm,PCI_3,Handover_Success_Rate_%,0.2434,0.3055,0.25,2
lstm,PCI_3,Xn_HO_Prep_Success_Rate_%,0.2082,0.2614,0.21,2
lstm,PCI_3,Xn_HO_Exec_Success_Rate_%,0.2533,0.3173,0.26,2
lstm,PCI_3,NG_HO_Prep_Success_Rate_%,0.2427,0.3054,0.25,2
lstm,PCI_3,NG_HO_Exec_Success_Rate_%,0.2642,0.3232,0.27,2
lstm,PCI_3,PRB_Utilization_DL_%,13.503,15.7647,25.28,2
lstm,PCI_3,PRB_Utilization_UL_%,11.496,13.5364,27.53,2
lstm,PCI_3,DL_Throughput_Mbps,93.8161,110.2109,31.95,2
lstm,PCI_3,UL_Throughput_Mbps,27.3955,32.2515,24.55,2
lstm,PCI_3,Total_Traffic_GB,0.8447,1.0036,27.87,2
lstm,PCI_3,RACH_Success_Rate_%,0.1972,0.2486,0.2,2
lstm,PCI_3,Latency_ms,1.8724,2.2954,15.98,2
lstm,PCI_4,Cell_Availability_%,0.0208,0.025,0.02,2
lstm,PCI_4,RRC_Connection_Attempts,156.2584,180.5346,32.5,2
lstm,PCI_4,RRC_Connection_Rejects,0.5256,0.5562,55.65,2
lstm,PCI_4,RRC_Success_Rate_%,0.0875,0.092,0.09,2
lstm,PCI_4,Avg_RRC_Connected_Users,41.1971,47.8957,32.5,2
lstm,PCI_4,Peak_RRC_Connected_Users,57.1939,67.2023,34.97,2
lstm,PCI_4,Registration_Success_Rate_%,0.13,0.161,0.13,2
lstm,PCI_4,PDU_Session_Success_Rate_%,0.1649,0.2042,0.17,2
lstm,PCI_4,RRC_Drop_Rate_%,0.0526,0.066,62.65,2
lstm,PCI_4,Handover_Attempts,16.641,19.507,38.78,2
lstm,PCI_4,Handover_Success_Rate_%,0.2394,0.3041,0.24,2
lstm,PCI_4,Xn_HO_Prep_Success_Rate_%,0.2129,0.2584,0.22,2
lstm,PCI_4,Xn_HO_Exec_Success_Rate_%,0.2413,0.3064,0.24,2
lstm,PCI_4,NG_HO_Prep_Success_Rate_%,0.2456,0.3081,0.25,2
lstm,PCI_4,NG_HO_Exec_Success_Rate_%,0.2768,0.3398,0.28,2
lstm,PCI_4,PRB_Utilization_DL_%,14.9016,17.8793,28.78,2
lstm,PCI_4,PRB_Utilization_UL_%,10.5962,12.9066,26.08,2
lstm,PCI_4,DL_Throughput_Mbps,99.9912,118.2488,34.64,2
lstm,PCI_4,UL_Throughput_Mbps,30.3161,35.591,26.73,2
lstm,PCI_4,Total_Traffic_GB,0.882,1.0341,28.75,2
lstm,PCI_4,RACH_Success_Rate_%,0.1979,0.25,0.2,2
lstm,PCI_4,Latency_ms,2.1355,2.5704,18.37,2
lstm,PCI_5,Cell_Availability_%,0.0225,0.0272,0.02,2
lstm,PCI_5,RRC_Connection_Attempts,154.0521,178.2011,31.61,2
lstm,PCI_5,RRC_Connection_Rejects,12.2858,23.0707,396.59,2
lstm,PCI_5,RRC_Success_Rate_%,1.6651,3.1626,1.75,2
lstm,PCI_5,Avg_RRC_Connected_Users,41.6001,49.6882,34.0,2
lstm,PCI_5,Peak_RRC_Connected_Users,52.1521,62.2677,33.15,2
lstm,PCI_5,Registration_Success_Rate_%,1.0842,1.988,1.12,2
lstm,PCI_5,PDU_Session_Success_Rate_%,1.1744,2.3391,1.23,2
lstm,PCI_5,RRC_Drop_Rate_%,0.5217,1.0915,336.12,2
lstm,PCI_5,Handover_Attempts,15.9016,18.8225,38.39,2
lstm,PCI_5,Handover_Success_Rate_%,2.2269,4.2352,2.43,2
lstm,PCI_5,Xn_HO_Prep_Success_Rate_%,1.8647,3.6247,2.0,2
lstm,PCI_5,Xn_HO_Exec_Success_Rate_%,1.8917,3.6922,2.04,2
lstm,PCI_5,NG_HO_Prep_Success_Rate_%,0.2398,0.303,0.24,2
lstm,PCI_5,NG_HO_Exec_Success_Rate_%,0.2797,0.3572,0.29,2
lstm,PCI_5,PRB_Utilization_DL_%,12.2877,16.0295,23.26,2
lstm,PCI_5,PRB_Utilization_UL_%,12.1576,15.4398,28.51,2
lstm,PCI_5,DL_Throughput_Mbps,98.5048,116.867,33.38,2
lstm,PCI_5,UL_Throughput_Mbps,31.1433,36.2104,29.41,2
lstm,PCI_5,Total_Traffic_GB,0.9469,1.1165,31.26,2
lstm,PCI_5,RACH_Success_Rate_%,0.1971,0.2464,0.2,2
lstm,PCI_5,Latency_ms,4.4719,6.9681,34.64,2
lstm,PCI_6,Cell_Availability_%,0.0211,0.0251,0.02,2
lstm,PCI_6,RRC_Connection_Attempts,152.4642,176.9265,31.54,2
lstm,PCI_6,RRC_Connection_Rejects,0.5471,0.5774,62.37,2
lstm,PCI_6,RRC_Success_Rate_%,0.089,0.0935,0.09,2
lstm,PCI_6,Avg_RRC_Connected_Users,49.2097,57.9717,39.41,2
lstm,PCI_6,Peak_RRC_Connected_Users,55.7404,66.4663,35.42,2
lstm,PCI_6,Registration_Success_Rate_%,0.1256,0.156,0.13,2
lstm,PCI_6,PDU_Session_Success_Rate_%,0.1649,0.2056,0.17,2
lstm,PCI_6,RRC_Drop_Rate_%,0.0527,0.0661,55.84,2
lstm,PCI_6,Handover_Attempts,15.5694,18.4009,37.25,2
lstm,PCI_6,Handover_Success_Rate_%,0.251,0.3154,0.25,2
lstm,PCI_6,Xn_HO_Prep_Success_Rate_%,0.2069,0.2564,0.21,2
lstm,PCI_6,Xn_HO_Exec_Success_Rate_%,0.2262,0.2843,0.23,2
lstm,PCI_6,NG_HO_Prep_Success_Rate_%,0.2468,0.3084,0.25,2
lstm,PCI_6,NG_HO_Exec_Success_Rate_%,0.2731,0.3457,0.28,2
lstm,PCI_6,PRB_Utilization_DL_%,13.2167,15.6676,24.67,2
lstm,PCI_6,PRB_Utilization_UL_%,10.7682,13.0745,26.37,2
lstm,PCI_6,DL_Throughput_Mbps,106.1651,125.6945,36.69,2
lstm,PCI_6,UL_Throughput_Mbps,27.3116,32.1853,23.54,2
lstm,PCI_6,Total_Traffic_GB,1.0867,1.2538,34.71,2
lstm,PCI_6,RACH_Success_Rate_%,0.1985,0.2547,0.2,2
lstm,PCI_6,Latency_ms,1.7961,2.2112,15.51,2
lstm,PCI_7,Cell_Availability_%,0.0221,0.0267,0.02,2
lstm,PCI_7,RRC_Connection_Attempts,140.1885,161.9587,29.0,2
lstm,PCI_7,RRC_Connection_Rejects,0.5606,0.6021,63.11,2
lstm,PCI_7,RRC_Success_Rate_%,0.0909,0.0959,0.09,2
lstm,PCI_7,Avg_RRC_Connected_Users,45.0633,52.0007,35.4,2
lstm,PCI_7,Peak_RRC_Connected_Users,55.9027,65.832,35.5,2
lstm,PCI_7,Registration_Success_Rate_%,0.1234,0.1527,0.12,2
lstm,PCI_7,PDU_Session_Success_Rate_%,0.1626,0.1997,0.16,2
lstm,PCI_7,RRC_Drop_Rate_%,0.0603,0.0739,84.13,2
lstm,PCI_7,Handover_Attempts,18.1651,21.229,43.04,2
lstm,PCI_7,Handover_Success_Rate_%,0.2446,0.3066,0.25,2
lstm,PCI_7,Xn_HO_Prep_Success_Rate_%,0.2028,0.2513,0.2,2
lstm,PCI_7,Xn_HO_Exec_Success_Rate_%,0.2455,0.3129,0.25,2
lstm,PCI_7,NG_HO_Prep_Success_Rate_%,0.2406,0.3008,0.24,2
lstm,PCI_7,NG_HO_Exec_Success_Rate_%,0.2858,0.3591,0.29,2
lstm,PCI_7,PRB_Utilization_DL_%,15.0622,17.7213,27.92,2
lstm,PCI_7,PRB_Utilization_UL_%,10.4562,12.3849,24.75,2
lstm,PCI_7,DL_Throughput_Mbps,106.4729,125.3403,36.25,2
lstm,PCI_7,UL_Throughput_Mbps,34.3147,40.6283,30.93,2
lstm,PCI_7,Total_Traffic_GB,1.0756,1.2508,35.1,2
lstm,PCI_7,RACH_Success_Rate_%,0.1968,0.2417,0.2,2
lstm,PCI_7,Latency_ms,1.8222,2.2453,16.08,2
lstm,PCI_8,Cell_Availability_%,2.821,9.8396,4.34,2
lstm,PCI_8,RRC_Connection_Attempts,148.5606,172.8477,30.91,2
lstm,PCI_8,RRC_Connection_Rejects,0.5423,0.5619,56.12,2
lstm,PCI_8,RRC_Success_Rate_%,0.0898,0.0956,0.09,2
lstm,PCI_8,Avg_RRC_Connected_Users,42.9918,51.257,35.03,2
lstm,PCI_8,Peak_RRC_Connected_Users,51.2488,61.3067,32.96,2
lstm,PCI_8,Registration_Success_Rate_%,0.1212,0.1518,0.12,2
lstm,PCI_8,PDU_Session_Success_Rate_%,0.1619,0.2076,0.16,2
lstm,PCI_8,RRC_Drop_Rate_%,2.1204,7.2264,75.66,2
lstm,PCI_8,Handover_Attempts,16.1789,19.3765,38.79,2
lstm,PCI_8,Handover_Success_Rate_%,4.4595,14.729,9.29,2
lstm,PCI_8,Xn_HO_Prep_Success_Rate_%,0.2022,0.2549,0.2,2
lstm,PCI_8,Xn_HO_Exec_Success_Rate_%,0.25,0.3134,0.25,2
lstm,PCI_8,NG_HO_Prep_Success_Rate_%,4.3562,14.4235,8.93,2
lstm,PCI_8,NG_HO_Exec_Success_Rate_%,4.2954,14.1088,8.61,2
lstm,PCI_8,PRB_Utilization_DL_%,17.7861,22.9419,939.04,2
lstm,PCI_8,PRB_Utilization_UL_%,14.3705,18.4956,252.52,2
lstm,PCI_8,DL_Throughput_Mbps,136.8116,165.6129,2133.88,2
lstm,PCI_8,UL_Throughput_Mbps,38.9762,49.9911,2218.06,2
lstm,PCI_8,Total_Traffic_GB,1.3182,1.6009,1817.74,2
lstm,PCI_8,RACH_Success_Rate_%,2.8723,9.4128,4.26,2
lstm,PCI_8,Latency_ms,1.9255,2.3285,16.33,2
lstm,PCI_9,Cell_Availability_%,0.0218,0.0262,0.02,2
lstm,PCI_9,RRC_Connection_Attempts,132.8536,155.591,27.96,2
lstm,PCI_9,RRC_Connection_Rejects,0.5473,0.596,56.45,2
lstm,PCI_9,RRC_Success_Rate_%,0.0922,0.0974,0.09,2
lstm,PCI_9,Avg_RRC_Connected_Users,40.7165,47.1242,31.98,2
lstm,PCI_9,Peak_RRC_Connected_Users,54.607,63.3482,33.14,2
lstm,PCI_9,Registration_Success_Rate_%,0.1152,0.1439,0.12,2
lstm,PCI_9,PDU_Session_Success_Rate_%,0.1646,0.2105,0.17,2
lstm,PCI_9,RRC_Drop_Rate_%,0.0574,0.0714,152.48,2
lstm,PCI_9,Handover_Attempts,15.6547,18.3338,36.39,2
lstm,PCI_9,Handover_Success_Rate_%,0.247,0.3067,0.25,2
lstm,PCI_9,Xn_HO_Prep_Success_Rate_%,0.2067,0.2623,0.21,2
lstm,PCI_9,Xn_HO_Exec_Success_Rate_%,0.2489,0.3089,0.25,2
lstm,PCI_9,NG_HO_Prep_Success_Rate_%,0.2312,0.2886,0.24,2
lstm,PCI_9,NG_HO_Exec_Success_Rate_%,0.2908,0.3598,0.3,2
lstm,PCI_9,PRB_Utilization_DL_%,14.7264,17.0077,27.22,2
lstm,PCI_9,PRB_Utilization_UL_%,10.8967,12.9075,25.71,2
lstm,PCI_9,DL_Throughput_Mbps,113.1745,134.1756,39.53,2
lstm,PCI_9,UL_Throughput_Mbps,31.4903,37.221,28.66,2
lstm,PCI_9,Total_Traffic_GB,1.1487,1.3353,37.24,2
lstm,PCI_9,RACH_Success_Rate_%,0.218,0.2679,0.22,2
lstm,PCI_9,Latency_ms,1.9547,2.3653,17.13,2
